CityName,Lat,Lon,StateName,StateCode,County,Density,Population
Morgan,48.9934,-107.8323,Montana,MT,Phillips,0.1,0
Amsterdam,45.7462,-111.3301,Montana,MT,Gallatin,53.5,0
Kolin,47.1066,-109.773,Montana,MT,Judith Basin,3.7,0
Brusett,47.4253,-107.2668,Montana,MT,Garfield,0.1,0
Simpson,48.9286,-110.206,Montana,MT,Hill,0.1,0
Lavina,46.295,-108.9388,Montana,MT,Golden Valley,64,168
Comanche,45.9977,-108.7735,Montana,MT,Yellowstone,7.5,0
Limestone,45.4777,-109.9024,Montana,MT,Stillwater,1.8,0
Sweet Grass,48.9929,-111.9668,Montana,MT,Toole,65.6,0
Powderville,45.7589,-105.1153,Montana,MT,Powder River,0,0
Greenough,46.9166,-113.4367,Montana,MT,Missoula,0,0
Valier,48.3056,-112.2525,Montana,MT,Pondera,219,492
Livingston,45.6667,-110.5538,Montana,MT,Park,517,8735
Pablo,47.6035,-114.1059,Montana,MT,Lake,415.9,0
Moorhead,45.065,-105.8711,Montana,MT,Powder River,0.2,0
Turner,48.8469,-108.4007,Montana,MT,Blaine,79.5,0
Dupuyer,48.1869,-112.4771,Montana,MT,Pondera,29.5,0
Paulette,32.9965,-88.4298,Mississippi,MS,Noxubee,0.4,0
Holmesville,31.2035,-90.3087,Mississippi,MS,Pike,12.6,0
Leaf,31.0257,-88.7956,Mississippi,MS,Greene,24.6,0
Metcalfe,33.4505,-91.0018,Mississippi,MS,Washington,384,999
Meadville,31.4721,-90.893,Mississippi,MS,Franklin,147,422
Dundee,34.5243,-90.4557,Mississippi,MS,Tunica,31.6,0
Bolivar,33.6598,-91.0532,Mississippi,MS,Bolivar,71,0
Crandall,31.9746,-88.5323,Mississippi,MS,Clarke,9.9,0
Bailey,32.4676,-88.7228,Mississippi,MS,Lauderdale,34.8,0
Harperville,32.4943,-89.4895,Mississippi,MS,Scott,49.5,0
Vancleave,30.5483,-88.6675,Mississippi,MS,Jackson,74.5,0
Boyle,33.7065,-90.7249,Mississippi,MS,Bolivar,155,593
Columbia,31.2564,-89.8266,Mississippi,MS,Marion,345,6689
State Line,31.436,-88.4738,Mississippi,MS,Greene,50,553
Verona,34.1907,-88.7203,Mississippi,MS,Lee,341,3246
Sledge,34.4327,-90.2213,Mississippi,MS,Quitman,373,503
Shelby,33.9508,-90.7653,Mississippi,MS,Bolivar,287,2035
Weir,33.2635,-89.2905,Mississippi,MS,Choctaw,162,442
Harrisville,31.9724,-90.0779,Mississippi,MS,Simpson,24.6,0
Polkville,32.1909,-89.696,Mississippi,MS,Smith,18,815
Sanatorium,31.8988,-89.7776,Mississippi,MS,Simpson,94.8,0
Batesville,34.3147,-89.9249,Mississippi,MS,Panola,140,7091
Black Hawk,33.3262,-90.0118,Mississippi,MS,Carroll,24.4,0
Montrose,32.1256,-89.2344,Mississippi,MS,Jasper,19,135
De Lisle,30.3848,-89.2745,Mississippi,MS,Harrison,179,0
Gloster,31.1951,-91.0176,Mississippi,MS,Amite,187,886
Okolona,34.0053,-88.7479,Mississippi,MS,Chickasaw,137,2560
Tunica,34.6881,-90.3809,Mississippi,MS,Tunica,538,926
Glancy,31.8185,-90.4965,Mississippi,MS,Copiah,8,0
Barnett,31.9868,-88.9051,Mississippi,MS,Clarke,24,0
Midnight,33.0496,-90.5734,Mississippi,MS,Humphreys,114.6,0
Mooreville,34.2649,-88.5768,Mississippi,MS,Lee,104,0
Hudsonville,34.8612,-89.3751,Mississippi,MS,Marshall,4.5,0
Kiln,30.4171,-89.4322,Mississippi,MS,Hancock,100.9,0
Soso,31.7535,-89.2759,Mississippi,MS,Jones,76,400
Lynchburg,34.9623,-90.1052,Mississippi,MS,DeSoto,778.7,0
Flowood,32.3359,-90.0802,Mississippi,MS,Rankin,121,9061
Durant,33.0799,-89.8566,Mississippi,MS,Holmes,407,2234
Derma,33.8589,-89.2878,Mississippi,MS,Calhoun,214,986
Howard,33.1229,-90.1909,Mississippi,MS,Holmes,2,0
Chicora,31.5638,-88.5753,Mississippi,MS,Wayne,7.9,0
Marks,34.2535,-90.2723,Mississippi,MS,Quitman,456,3092
Bentonia,32.6437,-90.3692,Mississippi,MS,Yazoo,114,422
Crystal Springs,31.9903,-90.354,Mississippi,MS,Copiah,345,5069
Tishomingo,34.634,-88.2287,Mississippi,MS,Tishomingo,233,334
Rich,34.4162,-90.4448,Mississippi,MS,Coahoma,36.6,0
Cruger,33.323,-90.2355,Mississippi,MS,Holmes,141,354
Collins,31.6469,-89.5669,Mississippi,MS,Covington,120,2481
Abbeville,34.5034,-89.5025,Mississippi,MS,Lafayette,48,436
Diamondhead,30.3791,-89.3707,Mississippi,MS,Hancock,308,7525
Tuscola,32.6201,-89.5278,Mississippi,MS,Leake,14.1,0
Sebastopol,32.5679,-89.334,Mississippi,MS,Scott,68,278
Sandersville,31.7879,-89.0362,Mississippi,MS,Jones,56,724
Brooksville,33.2367,-88.5781,Mississippi,MS,Noxubee,276,1138
Bruce,33.9909,-89.3454,Mississippi,MS,Calhoun,292,1847
Sherman,34.3611,-88.8387,Mississippi,MS,Pontotoc,153,692
Standing Pine,32.6749,-89.4529,Mississippi,MS,Leake,61,0
Tucker,32.7081,-89.05,Mississippi,MS,Neshoba,21,0
Hamilton,33.746,-88.4095,Mississippi,MS,Monroe,59.9,0
Buckatunna,31.5423,-88.5293,Mississippi,MS,Wayne,59.1,0
Redwater,32.7835,-89.5559,Mississippi,MS,Leake,36.4,0
Sherard,34.2157,-90.7062,Mississippi,MS,Coahoma,4.8,0
Vance,34.0729,-90.3509,Mississippi,MS,Quitman,8.8,0
Toomsuba,32.4267,-88.51,Mississippi,MS,Lauderdale,43.5,0
Lena,32.5939,-89.5948,Mississippi,MS,Leake,32,139
Albin,33.9134,-90.3298,Mississippi,MS,Tallahatchie,10.8,0
Snell,32.1918,-88.5017,Mississippi,MS,Clarke,14.7,0
Mize,31.8672,-89.5541,Mississippi,MS,Smith,54,327
Baird,33.4251,-90.5834,Mississippi,MS,Sunflower,18.3,0
Gallman,31.9321,-90.3893,Mississippi,MS,Copiah,33.3,0
Gunn,32.0835,-89.7001,Mississippi,MS,Smith,26.3,0
Webb,33.9478,-90.3464,Mississippi,MS,Tallahatchie,456,498
Merrill,30.9791,-88.7206,Mississippi,MS,George,11,0
New Hebron,31.7332,-89.9833,Mississippi,MS,Lawrence,248,431
Clara,31.5831,-88.6916,Mississippi,MS,Wayne,33.8,0
Percy,33.109,-90.8795,Mississippi,MS,Washington,4.9,0
McLain,31.1037,-88.8239,Mississippi,MS,Greene,48,425
Pearl River,32.7889,-89.2384,Mississippi,MS,Neshoba,286.5,0
Hattiesburg,31.3072,-89.3168,Mississippi,MS,Forrest,336,81036
Clarksdale,34.1971,-90.5729,Mississippi,MS,Coahoma,437,15574
Saint Martin,30.4399,-88.8651,Mississippi,MS,Jackson,303.1,0
Lyon,34.2169,-90.5427,Mississippi,MS,Coahoma,252,304
Quincy,33.9098,-88.367,Mississippi,MS,Monroe,8.1,0
Ocean Springs,30.4082,-88.7861,Mississippi,MS,Jackson,592,17682
Magnolia,31.1619,-90.467,Mississippi,MS,Pike,143,2283
Mount Pleasant,34.9559,-89.5159,Mississippi,MS,Marshall,43.5,0
Tie Plant,33.7415,-89.7901,Mississippi,MS,Grenada,80.2,0
Canton,32.5976,-90.0315,Mississippi,MS,Madison,232,14781
Guntown,34.4447,-88.6641,Mississippi,MS,Lee,226,2735
Louisville,33.1224,-89.0553,Mississippi,MS,Winston,160,4378
Basic,32.2185,-88.7692,Mississippi,MS,Clarke,14.5,0
Water Valley,34.1622,-89.6301,Mississippi,MS,Yalobusha,185,2599
Algoma,34.1788,-89.0336,Mississippi,MS,Pontotoc,36,624
Centreville,31.087,-91.0654,Mississippi,MS,Wilkinson,247,1486
Michigan City,34.9809,-89.2506,Mississippi,MS,Benton,5,0
Darlove,33.2321,-90.7845,Mississippi,MS,Washington,3.4,0
Hazlehurst,31.8645,-90.3926,Mississippi,MS,Copiah,339,4676
Star,32.094,-90.0462,Mississippi,MS,Rankin,222.8,0
De Kalb,32.7707,-88.656,Mississippi,MS,Kemper,120,1034
Beatty,33.2698,-89.739,Mississippi,MS,Carroll,4.4,0
Waltersville,32.3796,-90.8679,Mississippi,MS,Warren,6.1,0
Poplar Creek,33.3521,-89.5556,Mississippi,MS,Montgomery,15.2,0
Beauregard,31.721,-90.3859,Mississippi,MS,Copiah,138,328
Prentiss,31.5995,-89.8746,Mississippi,MS,Jefferson Davis,123,960
Tilden,34.1868,-88.352,Mississippi,MS,Itawamba,22.6,0
Shivers,31.7966,-89.9876,Mississippi,MS,Simpson,9.1,0
Penton,34.8659,-90.2798,Mississippi,MS,DeSoto,0.2,0
West Point,33.6064,-88.6571,Mississippi,MS,Clay,197,8660
Denmark,34.3109,-89.3467,Mississippi,MS,Lafayette,13.7,0
Vardaman,33.8822,-89.1778,Mississippi,MS,Calhoun,365,1284
Waynesboro,31.6773,-88.6353,Mississippi,MS,Wayne,149,4107
Taylor,34.2691,-89.5833,Mississippi,MS,Lafayette,52,396
Velma,34.0604,-89.6445,Mississippi,MS,Yalobusha,11.3,0
Forkville,32.4607,-89.6609,Mississippi,MS,Scott,28.4,0
Strong,33.6954,-88.6045,Mississippi,MS,Monroe,2.8,0
Pope,34.2146,-89.9481,Mississippi,MS,Panola,77,206
Wyatte,34.6418,-89.6943,Mississippi,MS,Tate,30.9,0
Stovall,34.2968,-90.6448,Mississippi,MS,Coahoma,2.2,0
Friars Point,34.368,-90.6379,Mississippi,MS,Coahoma,373,1064
Chunky,32.3275,-88.9302,Mississippi,MS,Newton,148,321
Morgantown,31.3124,-89.9159,Mississippi,MS,Marion,58.1,0
Money,33.6512,-90.2093,Mississippi,MS,Leflore,8.9,0
Wade,30.64,-88.5579,Mississippi,MS,Jackson,54.7,0
Cockrum,34.8029,-89.812,Mississippi,MS,DeSoto,38.6,0
Nellieburg,32.3973,-88.783,Mississippi,MS,Lauderdale,102.9,0
Sharon,31.7922,-89.0983,Mississippi,MS,Jones,103.6,0
Kossuth,34.8726,-88.6428,Mississippi,MS,Alcorn,82,206
Gattman,33.8849,-88.2367,Mississippi,MS,Monroe,61,90
McAdams,33.0212,-89.6884,Mississippi,MS,Attala,119.6,0
New Hamilton,33.7435,-88.4389,Mississippi,MS,Monroe,128.5,0
New Augusta,31.2036,-89.0273,Mississippi,MS,Perry,46,618
Mayersville,32.8964,-91.0467,Mississippi,MS,Issaquena,194,554
Utica,32.1061,-90.6221,Mississippi,MS,Hinds,113,878
Orange Grove,30.4546,-89.0884,Mississippi,MS,Harrison,1063.8,0
Thompson,31.2568,-90.6382,Mississippi,MS,Amite,8.2,0
Hushpuckena,34.0048,-90.7532,Mississippi,MS,Bolivar,13.6,0
Agricola,30.8077,-88.52,Mississippi,MS,George,40.5,0
Raymond,32.2609,-90.4083,Mississippi,MS,Hinds,284,3632
Phoenix,32.5813,-90.5629,Mississippi,MS,Yazoo,4.3,0
Benoit,33.6517,-91.0087,Mississippi,MS,Bolivar,171,433
Red Lick,31.7924,-90.9793,Mississippi,MS,Jefferson,50.3,0
North Tunica,34.7032,-90.3796,Mississippi,MS,Tunica,1268.1,0
Falkner,34.8381,-88.9424,Mississippi,MS,Tippah,37,498
Carpenter,32.034,-90.6804,Mississippi,MS,Copiah,1.6,0
Mendenhall,31.9609,-89.8694,Mississippi,MS,Simpson,175,2433
Carrollton,33.5061,-89.9218,Mississippi,MS,Carroll,88,178
Scooba,32.8302,-88.4771,Mississippi,MS,Kemper,108,694
Hillhouse,34.1257,-90.8182,Mississippi,MS,Coahoma,4.6,0
Falcon,34.3911,-90.2557,Mississippi,MS,Quitman,148,150
Foxworth,31.2386,-89.883,Mississippi,MS,Marion,285.7,0
Philipp,33.7576,-90.2043,Mississippi,MS,Tallahatchie,60.6,0
Lucas,31.5879,-89.9584,Mississippi,MS,Jefferson Davis,4,0
Georgetown,31.8698,-90.1648,Mississippi,MS,Copiah,160,280
Mattson,34.0979,-90.5101,Mississippi,MS,Coahoma,32.2,0
Bay Saint Louis,30.3281,-89.3774,Mississippi,MS,Hancock,342,13043
Deeson,34.0232,-90.8595,Mississippi,MS,Bolivar,10.7,0
Paris,34.1787,-89.4598,Mississippi,MS,Lafayette,18.3,0
McVille,32.9315,-89.622,Mississippi,MS,Attala,6.4,0
Isola,33.2634,-90.5923,Mississippi,MS,Humphreys,331,634
Jonestown,34.3222,-90.4542,Mississippi,MS,Coahoma,1146,1150
Farrell,34.2617,-90.675,Mississippi,MS,Coahoma,167.9,0
Savage,34.6298,-90.2232,Mississippi,MS,Tate,33.2,0
White Apple,31.4571,-91.0743,Mississippi,MS,Franklin,6.4,0
Stampley,31.6371,-91.1312,Mississippi,MS,Jefferson,5.7,0
Maben,33.5544,-89.0805,Mississippi,MS,Oktibbeha,168,849
Morton,32.3499,-89.654,Mississippi,MS,Scott,183,2944
Nettleton,34.0853,-88.6248,Mississippi,MS,Lee,186,1942
Lyman,30.5044,-89.1348,Mississippi,MS,Harrison,56.1,0
Bogue Chitto,31.4294,-90.4619,Mississippi,MS,Lincoln,209,0
Tuckers Crossing,31.6274,-89.0901,Mississippi,MS,Jones,38.5,0
Escatawpa,30.4912,-88.5495,Mississippi,MS,Jackson,143.5,0
Pickens,32.8913,-89.9696,Mississippi,MS,Holmes,313,1037
McNair,31.6385,-91.042,Mississippi,MS,Jefferson,20.7,0
Lakeshore,30.2466,-89.4359,Mississippi,MS,Hancock,9.8,0
Pinola,31.8771,-89.962,Mississippi,MS,Simpson,29.2,0
Stanton,31.616,-91.2404,Mississippi,MS,Adams,3,0
Kirby,31.5116,-90.9809,Mississippi,MS,Franklin,21.4,0
Monticello,31.5525,-90.1145,Mississippi,MS,Lawrence,140,1516
Red Banks,34.8282,-89.5645,Mississippi,MS,Marshall,57.9,0
Drew,33.8101,-90.5304,Mississippi,MS,Sunflower,583,1688
Bigbee,34.0162,-88.5192,Mississippi,MS,Monroe,10.1,0
Marietta,34.4999,-88.4726,Mississippi,MS,Prentiss,55,254
Hopewell,31.9474,-90.2154,Mississippi,MS,Copiah,17.5,0
Hamburg,31.5788,-91.0668,Mississippi,MS,Franklin,51.5,0
Valley Park,32.6335,-90.8668,Mississippi,MS,Issaquena,0.9,0
Winterville,33.5018,-91.0584,Mississippi,MS,Washington,17.5,0
Burns,32.1354,-89.5478,Mississippi,MS,Smith,11.1,0
Grace,32.9996,-90.9565,Mississippi,MS,Issaquena,21.2,0
Hickory,32.3167,-89.0217,Mississippi,MS,Newton,213,517
Edinburg,32.7993,-89.3362,Mississippi,MS,Leake,26.3,0
Pricedale,31.2905,-90.2948,Mississippi,MS,Pike,24.3,0
Booneville,34.6643,-88.5684,Mississippi,MS,Prentiss,130,6015
Oxford,34.3609,-89.5286,Mississippi,MS,Lafayette,552,32203
Rome,33.9632,-90.4784,Mississippi,MS,Sunflower,89,0
Ozona,30.5846,-89.6637,Mississippi,MS,Pearl River,211.1,0
Brookhaven,31.5803,-90.4432,Mississippi,MS,Lincoln,217,10346
Vossburg,31.9288,-88.9409,Mississippi,MS,Jasper,28.2,0
Yazoo City,32.8618,-90.4067,Mississippi,MS,Yazoo,431,14978
Petal,31.3477,-89.2359,Mississippi,MS,Forrest,244,10633
Newton,32.3296,-89.1534,Mississippi,MS,Newton,173,2681
Montpelier,33.7179,-88.9478,Mississippi,MS,Clay,12.8,0
Ingomar,34.4093,-89.0367,Mississippi,MS,Union,49.8,0
Toccopola,34.2561,-89.2211,Mississippi,MS,Pontotoc,11,256
Hinchcliff,34.3098,-90.2737,Mississippi,MS,Quitman,3.5,0
White Oak,34.6438,-90.3495,Mississippi,MS,Tunica,779.2,0
Southaven,34.9514,-89.9787,Mississippi,MS,DeSoto,505,54031
Beaumont,31.1707,-88.9252,Mississippi,MS,Perry,102,915
Ashland,34.8341,-89.1778,Mississippi,MS,Benton,113,534
Perkinston,30.7821,-89.1381,Mississippi,MS,Stone,94.8,0
Duncan,34.0418,-90.7459,Mississippi,MS,Bolivar,165,393
Gulf Hills,30.4364,-88.8148,Mississippi,MS,Jackson,353.3,0
Shuqualak,32.9793,-88.5693,Mississippi,MS,Noxubee,158,462
Madden,32.679,-89.3481,Mississippi,MS,Leake,40.9,0
Liberty,31.1611,-90.8006,Mississippi,MS,Amite,127,680
Lucedale,30.9312,-88.5959,Mississippi,MS,George,184,2761
Learned,32.1973,-90.5486,Mississippi,MS,Hinds,103,90
Oma,31.7268,-90.1448,Mississippi,MS,Lawrence,38.5,0
Jumpertown,34.708,-88.662,Mississippi,MS,Prentiss,104,483
Quitman,32.0417,-88.7202,Mississippi,MS,Clarke,160,2151
Martin Bluff,30.4569,-88.6395,Mississippi,MS,Jackson,665.4,0
Wenasoga,34.987,-88.5906,Mississippi,MS,Alcorn,46.5,0
Summerland,31.7993,-89.3603,Mississippi,MS,Smith,12.2,0
Camden,32.7824,-89.8387,Mississippi,MS,Madison,11.8,0
Chatham,33.1007,-91.0979,Mississippi,MS,Washington,2.8,0
Holly Springs,34.7768,-89.4466,Mississippi,MS,Marshall,230,6098
Kosciusko,33.0585,-89.5893,Mississippi,MS,Attala,352,6501
Renova,33.7805,-90.7232,Mississippi,MS,Bolivar,323,726
University,34.3656,-89.5379,Mississippi,MS,Lafayette,560.3,0
Arnold Line,31.3372,-89.3773,Mississippi,MS,Lamar,546.5,0
Crowder,34.1729,-90.1377,Mississippi,MS,Quitman,560,662
Bellefontaine,33.6487,-89.3101,Mississippi,MS,Webster,16,0
Daleville,32.5699,-88.6762,Mississippi,MS,Lauderdale,19.8,0
Clinton,32.354,-90.3403,Mississippi,MS,Hinds,232,25154
Kilmichael,33.4404,-89.5673,Mississippi,MS,Montgomery,81,586
Indianola,33.4492,-90.6447,Mississippi,MS,Sunflower,424,9190
Collinsville,32.4912,-88.8452,Mississippi,MS,Lauderdale,172,0
Longview,33.404,-88.9212,Mississippi,MS,Oktibbeha,111.3,0
Lessley,31.1613,-91.4296,Mississippi,MS,Wilkinson,3,0
Sanford,31.4868,-89.427,Mississippi,MS,Covington,57.9,0
Sweatman,33.6343,-89.5798,Mississippi,MS,Montgomery,5.4,0
Port Gibson,31.9558,-90.9834,Mississippi,MS,Claiborne,299,1365
Purvis,31.1428,-89.4045,Mississippi,MS,Lamar,231,2322
Wiggins,30.8557,-89.1385,Mississippi,MS,Stone,163,3898
Ackerman,33.311,-89.1711,Mississippi,MS,Choctaw,249,1455
Kendrick,34.9704,-88.3817,Mississippi,MS,Alcorn,21.9,0
Banks,34.8259,-90.2298,Mississippi,MS,Tunica,4.4,0
Bigbee Valley,33.2482,-88.3498,Mississippi,MS,Noxubee,23.4,0
Waterford,34.6476,-89.4573,Mississippi,MS,Marshall,16.5,0
Hollywood,34.7454,-90.3582,Mississippi,MS,Tunica,70.7,0
Hatley,33.9773,-88.4184,Mississippi,MS,Monroe,131,465
Stringer,31.8668,-89.2634,Mississippi,MS,Jasper,38.5,0
West Hattiesburg,31.3114,-89.374,Mississippi,MS,Lamar,204,0
Winchester,31.6177,-88.5906,Mississippi,MS,Wayne,19.1,0
Anding,32.6921,-90.3979,Mississippi,MS,Yazoo,20,0
Fayette,31.7123,-91.062,Mississippi,MS,Jefferson,492,1499
Springville,34.2318,-89.1037,Mississippi,MS,Pontotoc,32.3,0
Gatesville,31.9979,-90.2434,Mississippi,MS,Copiah,11.7,0
Rolling Fork,32.9073,-90.8769,Mississippi,MS,Sharkey,538,1967
Clarkson,33.6354,-89.1495,Mississippi,MS,Webster,20.4,0
Mantee,33.7226,-89.0597,Mississippi,MS,Webster,18,220
Sumrall,31.4171,-89.5423,Mississippi,MS,Lamar,180,1748
Cleary,32.1635,-90.182,Mississippi,MS,Rankin,301.1,0
Prairie Point,33.1473,-88.3936,Mississippi,MS,Noxubee,3.8,0
Enterprise,32.1731,-88.8162,Mississippi,MS,Clarke,78,493
Charleston,34.0075,-90.0552,Mississippi,MS,Tallahatchie,559,2615
Tremont,34.2327,-88.2509,Mississippi,MS,Itawamba,36,467
Coffeeville,33.9765,-89.6845,Mississippi,MS,Yalobusha,155,862
Bolton,32.3546,-90.4586,Mississippi,MS,Hinds,136,538
Bonhomie,31.2891,-89.3098,Mississippi,MS,Forrest,164.4,0
Ansley,30.2252,-89.4837,Mississippi,MS,Hancock,21.6,0
Thomastown,32.864,-89.6695,Mississippi,MS,Leake,22.8,0
Woodville,31.1029,-91.2992,Mississippi,MS,Wilkinson,353,949
Maxie,30.978,-89.1959,Mississippi,MS,Forrest,24.1,0
Union Church,31.6829,-90.7876,Mississippi,MS,Jefferson,3,0
Auburn,31.3593,-90.6079,Mississippi,MS,Lincoln,18.2,0
Bay Springs,31.9772,-89.2792,Mississippi,MS,Jasper,44,1723
Vaiden,33.3332,-89.7533,Mississippi,MS,Carroll,174,971
Tula,34.2329,-89.3623,Mississippi,MS,Lafayette,7.9,0
Bude,31.463,-90.8509,Mississippi,MS,Franklin,274,1012
Howison,30.6655,-89.1384,Mississippi,MS,Harrison,51.6,0
Denham,31.6538,-88.5256,Mississippi,MS,Wayne,7.7,0
Farmington,34.9224,-88.4432,Mississippi,MS,Alcorn,131,2181
Hide-A-Way Lake,30.574,-89.6417,Mississippi,MS,Pearl River,236.9,0
New Hope,33.4521,-88.3399,Mississippi,MS,Lowndes,74.3,0
Philadelphia,32.7761,-89.1221,Mississippi,MS,Neshoba,229,7545
Battles,31.5018,-88.5095,Mississippi,MS,Wayne,39.5,0
Tutwiler,34.0121,-90.4301,Mississippi,MS,Tallahatchie,313,1080
Goodman,32.9677,-89.9128,Mississippi,MS,Holmes,606,1292
Coila,33.3954,-89.9712,Mississippi,MS,Carroll,7.9,0
Renfroe,32.8596,-89.4512,Mississippi,MS,Leake,19.1,0
Estill,33.2182,-90.8709,Mississippi,MS,Washington,0.2,0
Crawford,33.3023,-88.6253,Mississippi,MS,Lowndes,180,654
De Soto,31.9738,-88.7134,Mississippi,MS,Clarke,49.3,0
Starkville,33.4608,-88.8297,Mississippi,MS,Oktibbeha,383,32164
Matherville,31.8657,-88.5656,Mississippi,MS,Wayne,5,0
Amory,33.9813,-88.4823,Mississippi,MS,Monroe,214,6245
Tamola,32.5868,-88.477,Mississippi,MS,Kemper,13.9,0
Roxie,31.5046,-91.0676,Mississippi,MS,Franklin,161,473
Kearney Park,32.5897,-90.3158,Mississippi,MS,Madison,204.3,0
Caledonia,33.6836,-88.326,Mississippi,MS,Lowndes,142,1046
Decatur,32.4339,-89.1092,Mississippi,MS,Newton,123,1758
Eupora,33.5436,-89.2766,Mississippi,MS,Webster,238,2051
Hiwannee,31.8102,-88.6906,Mississippi,MS,Wayne,14.9,0
Thorn,33.9426,-89.1026,Mississippi,MS,Chickasaw,12,0
Pheba,33.5843,-88.9498,Mississippi,MS,Clay,25.4,0
Benton,32.8265,-90.2595,Mississippi,MS,Yazoo,25.3,0
Leflore,33.6937,-90.0548,Mississippi,MS,Grenada,4.1,0
Freeny,32.701,-89.4815,Mississippi,MS,Leake,18.6,0
Natchez,31.5437,-91.3867,Mississippi,MS,Adams,363,26579
Satartia,32.672,-90.5445,Mississippi,MS,Yazoo,144,54
Leland,33.4051,-90.891,Mississippi,MS,Washington,427,4033
Bond,30.8944,-89.1687,Mississippi,MS,Stone,194.3,0
Winborn,34.6312,-89.2731,Mississippi,MS,Benton,41.2,0
Wesson,31.6999,-90.3959,Mississippi,MS,Copiah,164,1894
Biggersville,34.8356,-88.5587,Mississippi,MS,Alcorn,72.4,0
Egypt,33.8984,-88.7298,Mississippi,MS,Chickasaw,14.3,0
Johns,32.131,-89.8381,Mississippi,MS,Rankin,38,0
Doddsville,33.6599,-90.5214,Mississippi,MS,Sunflower,44,89
Eagle Bend,32.5204,-91.0068,Mississippi,MS,Warren,19,0
Walnut Grove,32.5932,-89.4578,Mississippi,MS,Leake,384,1609
Summit,31.2808,-90.467,Mississippi,MS,Pike,274,1607
Sibley,31.3793,-91.3987,Mississippi,MS,Adams,7,0
Sunflower,33.5444,-90.5373,Mississippi,MS,Sunflower,650,1029
Burnsville,34.8348,-88.3178,Mississippi,MS,Tishomingo,75,933
Pontotoc,34.2532,-89.0091,Mississippi,MS,Pontotoc,209,5193
Wanilla,31.6429,-90.1318,Mississippi,MS,Lawrence,27.5,0
Glendora,33.8276,-90.2928,Mississippi,MS,Tallahatchie,366,137
Gulf Park Estates,30.3801,-88.7581,Mississippi,MS,Jackson,639.2,0
Carriere,30.6169,-89.6526,Mississippi,MS,Pearl River,211,0
Gunnison,33.9437,-90.9468,Mississippi,MS,Bolivar,162,412
Wilkinson,31.2224,-91.239,Mississippi,MS,Wilkinson,14,0
Independence,34.7051,-89.809,Mississippi,MS,Tate,45.7,0
Holcut,34.7298,-88.3059,Mississippi,MS,Tishomingo,1.2,0
Moselle,31.5024,-89.2789,Mississippi,MS,Jones,142.4,0
Bissell,34.2462,-88.7828,Mississippi,MS,Lee,70.5,0
McNeill,30.6688,-89.6384,Mississippi,MS,Pearl River,60.1,0
Beulah,33.7905,-90.9802,Mississippi,MS,Bolivar,269,323
Winstonville,33.9123,-90.7529,Mississippi,MS,Bolivar,228,175
Biloxi,30.4422,-88.9512,Mississippi,MS,Harrison,412,45908
Coldwater,34.6902,-89.9757,Mississippi,MS,Tate,255,1572
Kolola Springs,33.654,-88.4089,Mississippi,MS,Lowndes,27.7,0
Pascagoula,30.3665,-88.5507,Mississippi,MS,Jackson,545,48946
Byhalia,34.869,-89.689,Mississippi,MS,Marshall,66,1229
Wallerville,34.4418,-88.9459,Mississippi,MS,Union,21.4,0
Dublin,34.0723,-90.4907,Mississippi,MS,Coahoma,22.3,0
Lexington,33.1163,-90.0498,Mississippi,MS,Holmes,243,1523
Value,32.2876,-89.9956,Mississippi,MS,Rankin,311.2,0
Williamsburg,31.6193,-89.6106,Mississippi,MS,Covington,26.7,0
Louin,32.0722,-89.2626,Mississippi,MS,Jasper,17,269
Rodney,31.8613,-91.1998,Mississippi,MS,Jefferson,1,0
Midway,32.8865,-90.1923,Mississippi,MS,Yazoo,1.6,0
New Albany,34.4909,-89.0201,Mississippi,MS,Union,185,7229
Goss,31.3555,-89.8887,Mississippi,MS,Marion,45.3,0
Washington,31.5788,-91.2993,Mississippi,MS,Adams,64.4,0
Prairie,33.7968,-88.6675,Mississippi,MS,Monroe,32.2,0
Marion,32.4272,-88.6502,Mississippi,MS,Lauderdale,202,1526
Rockport,31.7949,-90.1568,Mississippi,MS,Copiah,13.4,0
Ebenezer,32.9707,-90.0909,Mississippi,MS,Holmes,15.4,0
Baxterville,31.0841,-89.5903,Mississippi,MS,Lamar,25.5,0
Gulfport,30.4271,-89.0703,Mississippi,MS,Harrison,498,221348
Jackson,32.3163,-90.2124,Mississippi,MS,Hinds,580,338185
Branch,32.4304,-89.7115,Mississippi,MS,Scott,16.8,0
Merigold,33.8392,-90.7264,Mississippi,MS,Bolivar,156,392
Mashulaville,33.0868,-88.7442,Mississippi,MS,Noxubee,11.8,0
Kokomo,31.1974,-90.0029,Mississippi,MS,Marion,37.9,0
Evansville,34.6404,-90.3887,Mississippi,MS,Tunica,1.3,0
Electric Mills,32.7693,-88.4639,Mississippi,MS,Kemper,20.6,0
Bobo,34.1321,-90.6757,Mississippi,MS,Coahoma,88,0
Cloverdale,31.496,-91.4152,Mississippi,MS,Adams,140.4,0
Dossville,32.9307,-89.5498,Mississippi,MS,Leake,20.3,0
Taylorsville,31.8322,-89.434,Mississippi,MS,Smith,128,1284
McCall Creek,31.5127,-90.6987,Mississippi,MS,Franklin,50.6,0
Baldwyn,34.5071,-88.6416,Mississippi,MS,Lee,110,3304
Lauderdale,32.5104,-88.5264,Mississippi,MS,Lauderdale,79.4,0
