Name, Longitude, Latitude
Pelican,150.86667,-26.58333
Pelham Montague Bore,142.35,-19.46667
Pelham Creek,142.23333,-19.45
Pelham,147,-42.58333
Pelham,142.55,-19.41667
Pekin Lagoon,145.06667,-16.53333
Pejar,149.58333,-34.58333
Pegleg Creek,147.93333,-26.36667
Pegg Creek,145.4,-42.73333
Peery Springs Tank,143.61667,-30.71667
Peery Lake,143.5679,-30.7318
Peer Creek,143.36667,-22.23333
Peeramon,145.61667,-17.31667
Peelwood,149.43333,-34.11667
Peel River,150.48333,-30.91667
Peel Island,153.35529,-27.49778
Peel,149.63333,-33.31667
Pee Dee Creek,152.46667,-30.78333
Peedeebee Bore,146.73333,-26.43333
Pee Dee,152.45,-30.78333
Peechember Swamp,141.41667,-36.23333
Peechelba East,146.25,-36.16667
Peechelba,146.23333,-36.2
Peebinga,140.91667,-34.93333
Pedwell Creek,151.6,-26.25
Pedro Swamp,150.15,-35.93333
Pedro Point,150.16667,-35.93333
Pedra Branca,146.96667,-43.86667
Pederick,145.03333,-36.2
Pedder River,144.78333,-41.4
Lake Pedder,146.16,-42.95
Pedalion Point,146.15,-17.93333
Pecks Point,145.31667,-38.41667
Pechey Knob,152.03333,-27.13333
Pechey,152.05,-27.3
Pebbly Rock Creek,148.61667,-20.81667
Pebbly Point,147.94333,-42.71028
Pebbly Creek,146.36667,-23.4
Pebbly Creek,146.9,-23.3
Pebbly Bay,145.44,-40.87
Pebble Creek,143.15,-22.2
Peawaddy Creek,148.51667,-24.58333
Peats Ridge,151.23333,-33.31667
Peats Bight,151.16789,-33.5402
Peat Island,151.1929,-33.5318
Pear Tree Waterhole,141.7,-15.68333
Peart Reef,146.4,-17.48333
Pearsons Swamp,140.95,-37.03333
Pearsons,140.15,-37.21667
Pearson Creek,151.96667,-24.45
Pear Shoals,148.9,-20.28333
Mount Pearse,145.61,-41.5
Pear River,148.43333,-35.41667
Pearn Rock,142.95,-11.43333
Pearly Brook,147.61667,-41.05
Pearl Shoal,149.76667,-21.61667
Pearl Rock,149.76667,-21.6
Pearl Reef,145.8,-15.71667
Pearl Passage,149.93333,-22.03333
Pearl Ledge,151.36667,-23.8
Pearl Creek,145.48333,-42.05
Pearl Creek,149.65,-23.8
Pearl Creek,149.5,-23.78333
Pearl Channel,153.31667,-27.08333
Pearl Beach,151.3,-33.55
Pearl Beach,151.5804,-33.0568
Pearl Bay,150.718,-22.41898
Pearl Bank,152.85001,-25.18333
Pearces Creek,153.45,-28.76667
Pearcedale,145.23488,-38.203
Peanga Creek,150.78333,-26.33333
Peakview,149.38333,-36.06667
Peak Vale,147.36667,-23.2
The Peak Tank,142.68333,-30.76667
Peaks Creek,148.28333,-33.78333
The Peaks,150.75,-22.76667
Peak Range,148.16667,-22.83333
Peak Point,142.43333,-10.71667
The Peak Hill,146.35,-34.05
Peak Hill,148.19052,-32.72387
Peak Hill,150.55,-23.31667
Peak Hill,147.91667,-22.63333
Peaked Hill,142.44028,-10.71583
Peaked Hill,140.7,-32.46667
Peak Downs,148.08333,-22.93333
Peak Crossing,152.71667,-27.78333
The Peak,150.1,-35.3
The Peak,142.7,-30.76667
The Peak,148.51667,-21.55
The Peak,149.7,-25.63333
The Peak,150.51667,-23.96667
Peacock Siding,146,-18.68333
Peacock Range,152.66667,-28.8
Peacock Creek,152.55,-28.81667
Peach Tree Point,152.41667,-32.2
Peach Mountain,153.3679,-28.5818
Peachester,152.884,-26.84551
Peach Creek,149.2,-24.51667
Peach Creek,143.08333,-13.61667
Peacebourne,152.78333,-26.9
Peabush Swamp,141.76667,-18.2
Paynters Station,146.53333,-34.68333
Paynter Creek,153.03333,-26.63333
Paynesville,147.71944,-37.91886
Payne Station,143.98333,-23.11667
Payne Shoal,150.31667,-22.01667
Payne Lagoon,146.03333,-19.41667
Paxton Shoal,149.66667,-21.7
Paxton,151.28493,-32.90609
Pawtella,147.5,-42.28333
Paw Paw Siding,153.08333,-30.28333
Pawngilly,145.91667,-17.41667
Pawleena,147.6,-42.73333
Pavilion Point,147.33333,-42.86667
Paupong,148.68333,-36.58333
Pauls Range,145.46667,-37.56667
Pauls Creek,145.43333,-37.66667
Cape Paul Lamanon,147.91917,-42.84583
Pauline Creek,143.43333,-22.16667
Patyah,141.23333,-36.9
Cape Patton,143.83333,-38.7
Patterson Well,146.36667,-34.26667
Mount Patterson,147.41667,-21.21667
Pats Point,153.36112,-27.58106
Pats Marsh,147.61667,-42.53333
Pats Dam,144.48333,-24.68333
Pats Bay,150.5846,-35.0985
Patroy,143.01666,-20.91667
Patricks Day,142.3,-38.03333
Patrick Creek Bore,145.51667,-23.81667
Patrick Creek,145.16667,-23.76667
Mount Patrick,146.98,-41.98
Patricia Park,144.66667,-25.85
Patons Spring,148.33333,-24.46667
Patonga Creek,151.26667,-33.55
Patonga,151.27188,-33.54865
Paton Creek,145.93333,-41.21667
Mount Paton,147.16667,-23.58333
Patience Creek Bore,143.16667,-20.05
Patience Creek,143.08333,-20.13333
Patho,144.43333,-36.03333
Paterson River,151.65,-32.71667
Patersonia Rivulet,147.3,-41.36667
Patersonia,147.3,-41.35
Paterson Creek,146.9,-28.41667
Mount Paterson,151.4012,-32.0818
Cape Paterson,145.6,-38.66667
Paterson,151.61589,-32.60613
Paterson,152.55,-25.88333
Pat Creek,142.91667,-13.38333
Patching Creek,145.18333,-15.75
Patchiemellum Waterhole,144.61667,-25.46667
Patchewollock,142.2,-35.38333
Patchawara Creek,140.56667,-27.23333
Pata,140.51667,-34.56667
Passmore,151.95,-28.66667
Passchendaele,151.85,-28.55
Passchendaele,151.18333,-33.35
Passage Spit,151.2,-23.8
Passage Reef,143.25,-11.96667
Passage Peak,148.98333,-20.35
Passage Patch,150.38333,-22.36667
South Passage Island,151.18333,-23.78333
Passage Islet,148.44083,-20.06289
Paskins Waterhole,146.46667,-24.06667
Pasco Reef,145.53333,-15.05
Pascoe Vale,144.93333,-37.73333
Pascoe River,143.26667,-12.5
Pascoe Islands,147.78333,-39.93333
Paschendale,141.6,-37.66667
Paschendale,147.35,-26.6
Parwan Creek,144.4,-37.7
Parwan,144.46987,-37.70501
Paruna,140.73333,-34.71667
Partridge Island,147.10001,-43.4
Partingtons Siding,146.85,-19.35
Partelli,148.21667,-37.75
Parson Waterhole,141.3,-22.38333
Parsons Reef,143.2,-11.18333
Parsons Point,151.3,-23.85
Parsons Point,151.3,-23.86667
Parsons Hood,145.33,-41.68
Parsons Hill,150.5,-31.65
Parsons Creek,151.05,-32.55
Parsons Creek,145.01667,-15.93333
Parsons Bay,147.73,-43.09
The Parson,148.45,-35.03333
Parslows,145.51667,-37.81667
Mount Parslow,147.38736,-37.11708
Parsley Bay,151.2346,-33.5485
Parry Rock,143.63333,-13.25
Mount Parry,150.3346,-31.7318
Parrot Creek,148.75,-22.93333
Parrot Creek,147.75,-20.78333
Parrot Creek,145.23333,-15.81667
Parrie Moolan Creek,149.76667,-27.81667
Parrawe,145.6,-41.31667
Parrattamow Creek,146.48333,-25.71667
Parramatta River,151.16667,-33.85
Lake Parramatta,151.0094,-33.78999
Parrakie,140.25,-35.38333
Parrakeet Creek,147.6,-20.95
Parragundy Bore,144.76667,-29.01667
Parragoona Tank,142.98333,-27.75
Parragoona Creek,142.86667,-27.76667
Parrabel Creek,152.58333,-30.93333
Mount Parrabel,152.5179,-30.9485
Paroo River,143.53333,-31.46667
Paroo Channel,143.53333,-31.46667
Parnook,149.26667,-27.35
Parnell Creek,142.38333,-18.23333
Parma Creek,150.6,-34.96667
Parlor Mountain,151.45,-30.31667
Parkwood,141.78333,-37.61667
Parkville,150.86667,-31.98333
Parkville,144.95,-37.78333
Park View,150.83333,-34.71667
Park Shoal,149.91667,-21.98333
Park Ridge,153.03333,-27.71667
Parklands,144.56667,-38.2
Parkhurst,150.51667,-23.3
Parkham,146.6,-41.4
Parkesborough,148.16667,-33.18333
Parkes,148.1759,-33.1372
Parkers Hill,151.61667,-27.68333
Parker Reef,149.75,-20.63333
Parker Island Cutting,153.1,-27.45
Parker Creek,152.36667,-25.35
Parker Creek,149.2,-23.05
Parkdale,145.06667,-37.98333
Park Creek,146.9,-42.71667
Park Beach Siding,153.13333,-30.3
Park Avenue Springs Creek,149.2,-24.26667
Parisian Creek,140.71667,-22.61667
Paringa,140.78333,-34.18333
Parilla,140.66667,-35.3
Parilla,140.83333,-35.2
Pariagara Creek,151.08333,-28.4
Paree,152.36667,-27.7
Parcoola,140.05,-33.61667
Parattah,147.4,-42.35
Parapi,148.96667,-21.06667
Paran Bore,140.03333,-35.23333
Parallel Creek,143.61667,-17.8
Paradise Tank,144.78333,-34.85
Paradise River,145.13333,-41.68333
Paradise Park,144.51667,-26.03333
Paradise Mountain,152.16667,-27.76667
Paradise Lake,142.2012,-32.7818
Paradise Gorge,147.86667,-42.56667
Paradise Creek,151.33333,-29.88333
Paradise Creek,152.16667,-27.66667
Paradise Creek,148.98333,-26.86667
Paradise Creek,152.15,-26.73333
Paradise Creek,144.36667,-26.05
Paradise Creek,145.53333,-24.38333
Paradise Creek,145.95,-24.33333
Paradise Creek,145.15,-22.21667
Paradise Creek,142.1,-15.3
Paradise Bore,145.23333,-22.18333
Paradise,145.33333,-41.43333
Paradise,143.13333,-36.83333
Parada,145.25,-17.13333
Parachute Lagoons,148.55,-28.16667
Para,142.11667,-33.8
Papuan Pass,145.8,-15.76667
The Paps,141.48333,-31.58333
Pappinbarra Creek,152.66667,-31.45
Pappinbarra,152.5,-31.36667
Papou Point,142.31667,-10.61667
Papepapinbilla,143.93333,-31.43333
Papanue Creek,144.2,-35.2
Panuara Rivulet,148.83333,-33.56667
Pantons Creek,152.3,-30.2
Panton Hill,145.23991,-37.64082
Panorama Hill,146.65,-38.45
Panorama Creek,148.61667,-24.43333
Mount Panorama,148.53334,-24.55
Panoobamawm,144.46667,-36.23333
Pannoomilloo,144.58333,-36.35
Pannikin Island,153.33278,-27.65083
Panmure,142.73333,-38.33333
Panjee,146.76667,-32
Panitya,141,-35.23333
Panitya,146.86667,-21.01667
Paning Hill,140.21667,-27.38333
Mount Panielwego,145.03333,-14.95
Panic Bore,143.45,-21.83333
Pandora Reef,146.43333,-18.81667
Pandorah Old Bore,144.73333,-21.26667
Pandorah House Bore,144.68333,-21.23333
Pandora Entrance,144,-11.41667
Pandoin,150.5,-23.25
Pandera Well,140.03333,-21.01667
Pandanus Spring,140.63333,-18.48333
Pandanus Spring,144.93333,-15.81667
Pandanus Hole,141.3,-16.51667
Pandanus Gully,148.91667,-20.91667
Pandanus Creek Bore,143.21667,-20.2
Pandanus Creek,148.66667,-20.9
Pandanus Creek,143.25,-20.18333
Pandanus Creek,146.68333,-20.13333
Pandanus Creek,146.2,-19.9
Pandanus Creek,144.21667,-17.63333
Pandanus Creek,142.33333,-16.56667
Pandanus Creek,143.2,-13.95
Pandanus Creek,144.73333,-19.3
Mount Pandanus,145.46667,-17.7
Pandanos Creek,148.55,-20.78333
Pandamus Creek,142.36667,-16.56667
Pancake Point,151.73333,-24.03333
Pancake Creek,151.73333,-24.01667
Panban,143.18333,-33.3
Panama Bore,144.01667,-26.46667
Pampoolah,152.53333,-31.93333
Pampas,151.41667,-27.8
Pambula River,149.86667,-36.93333
Pambula Lake,149.88333,-36.96667
Pambula,149.8745,-36.9301
Pamaroo,148.86667,-26.06667
Pamandi Station,146.85,-34.75
Pamamaroo Lake,142.4679,-32.2652
Pamamaroo,142.5,-32.3
Paluma Shoals,146.56667,-19.1
Paluma Shoal,143.3,-11.91667
Paluma Rock,146.7,-18.75
Paluma Range,146.33333,-19.08333
Paluma Passage,143.25,-12
Paluma Creek,146.2,-18.38333
Palparara,141.46667,-24.83333
Paloona,146.26667,-41.26667
Paloma,149.61667,-27.35
Palmwoods,152.96135,-26.68584
Palmvale,153.48333,-28.36667
Palmtree Creek,149.83333,-25.58333
Palm Tree Creek,150.41667,-22.86667
Palm Tree Creek,148.73333,-21.15
Palm Tree Creek,148.88333,-21
Palm Tree Creek,148.6,-20.36667
Palm Tree,149.76667,-25.46667
Palms,149.08333,-21.16667
Palm Passage,147.16667,-18.16667
Palmleaf Creek,148.68333,-21.21667
Palm Lea,149.78333,-25.53333
The Palm Lagoon,141.13333,-16.98333
Palm Islands,146.54695,-18.68944
Palmgrove Creek,149.23333,-24.81667
Palm Grove,151.31667,-33.33333
Palmer Waterhole,141.11667,-19.73333
Palmerville,144.08333,-15.98333
Cape Palmerston,149.48333,-21.53333
Palmers Point,145.45,-38.31667
Palmers Oaky Creek,149.86667,-33.13333
Palmers Oaky,149.86667,-33.2
Palmers Bay,152.3679,-32.4652
Palmer River,147.03333,-41.8
Palmer River,142.71667,-16.08333
Palmer Point,145.96667,-17.16667
Palmer Lagoon,141.08333,-19.71667
Palmer Island,153.28333,-29.41667
Mount Palmer,150.3512,-31.8318
Palm Dale,151.36667,-33.33333
Palm Creek,153.05,-29.91667
Palm Creek,151.65,-24.51667
Palm Creek,148.63333,-20.38333
Palm Creek,140.4,-20.36667
Palm Creek,146.28333,-18.76667
Palm Creek,142.38333,-12.11667
Palm Creek,146.23333,-18.7
Palm Beach,151.32384,-33.59664
Palm Beach,153.46667,-28.11667
Palm Beach,151.32504,-33.59696
Palma,145.93333,-17.31667
Pallion Point,149.1,-20.25
Cape Pallarenda,146.78333,-19.18333
Pallarenda,146.77341,-19.20104
Pallamallawa,150.13403,-29.47406
Pallal Gap,150.31667,-29.91667
Pallal Creek,150.4,-29.91667
Pallal,150.38333,-29.91667
Palisthan,146.66667,-32.81667
Paling Fence Bay,152.4679,-32.2485
Palgamurtie Tank,142.1,-30.28333
Palestine Creek,145.01667,-22.51667
Palestine Bore,144.98333,-22.61667
Palestine,144.33333,-22.21667
Paleroo,150.16667,-30.11667
Palerang Peak,149.6,-35.43333
Palen Creek,152.86667,-28.23333
Palen Creek,152.8,-28.26667
Paldrumata Bore,142.2,-30.21667
Palardo,149.83333,-26.65
Palapah,143.9,-32.8
Palana,147.88333,-39.76667
Pakula,148.71667,-21.08333
Pakenham Upper,145.51667,-38.01667
Pakenham South,145.51667,-38.13333
Pakenham East,145.48333,-38.08333
Pakenham,145.47411,-38.07018
Paka Tank,145.7,-30.01667
Pajingo,146.16667,-20.78333
Painswick,143.75,-36.8
Paika Lake,143.5846,-34.4818
Paichwara Well,140.68333,-27.31667
Paget Junction,149.16667,-21.16667
Paget Creek,150.46667,-27.48333
Paget Creek,149.15,-21.05
Pages River,150.86667,-32.2
Pages Pinnacle,153.26667,-28.1
Page Creek,144.73333,-19.46667
Page Creek,144.9,-15.96667
Pagan Creek,148.13333,-30.01667
Padua,144.6,-23.28333
Padthaway,140.48333,-36.6
Padriwirrina Hill,140.3,-27.68333
Lake Padripooreninie,140.11024,-26.6169
Paddy Waterhole,142.48333,-15.95
Paddy Ward Creek,149.16667,-26.71667
Paddys Waterhole,141.4,-16.2
Paddys Spring,147.83333,-24.93333
Paddys River,148.93333,-35.33333
Paddys Mountain,153.0679,-28.4152
Paddys Lagoon,140.75,-18.48333
Paddys Island,148.3,-41.39
Paddys Hill,151.88333,-32.63333
Paddys Gully,144.76667,-20.23333
Paddys Flat,152.41667,-28.73333
Paddys Dam,143.98333,-23.23333
Paddys Creek,148.58333,-32.45
Paddys Creek,152.55,-31.9
Paddys Creek,150.18333,-26.71667
Paddys Creek,147.53333,-20.2
Paddy Point,152.01667,-27.73333
Paddy Paddy Waterhole,142.25,-27.91667
Paddy Paddy Creek,141.71667,-16.51667
Paddy Gully,152.53333,-27.25
Paddy Dalys Range,150.76667,-34.7
Paddy Creek,151,-27.83333
Paddy Creek,148.41667,-26.78333
Paddy Creek,149.68333,-25.75
Paddy Creek,145.6,-25.71667
Paddy Creek,150.6,-25.6
Paddy Creek,145.65,-24.93333
Paddy Creek,146.55,-23.85
Paddy Creek,142.43333,-23.38333
Mount Paddy,147.03334,-24.08333
Paddock Creek,150.13333,-22.78333
Paddledock,151.76667,-30.36667
Paddington Bore,142.45,-19.85
Paddington,145.03333,-32.13333
Paddington,151.23333,-33.88333
Paddies Lagoon,143.5,-16.45
Packsaddle Well,140.56667,-27.55
Packsaddle Creek,144.96667,-23.45
Packsaddle Creek,145.9,-21.66667
Packsaddle Creek,144.75,-17.56667
Packsaddle Creek,142.36667,-11.13333
Packsaddle Bore,141.95,-30.63333
Packsaddle Bore,141.68333,-19.8
Packers Creek,143.36667,-12.61667
Packe Island,142.22418,-10.74211
Pack Creek,150.61667,-34.2
The Pack,151,-24.25
Pacific House,150.66667,-35.1
Ozenkadnook,141.33333,-36.85
Oyster Rock,151.38333,-23.88333
Oyster Rock,149.23333,-21.18333
Oyster Rock,146.3,-18.5
Oyster Reef,145.93333,-16.63333
Oyster Reach,152.6,-31.95
Oyster Point,153.17,-27.43361
Oyster Point,146.05,-18.28333
Oyster Lake,153.36667,-27.9
Oyster Creek,153.01667,-30.56667
Oyster Creek,151.85,-24.45
Oyster Creek,150.45,-22.51667
Oyster Creek,148.78333,-20.81667
Oyster Cove Rivulet,147.28333,-43.1
Oyster Cove,147.3,-43.1
Great Oyster Bay,148.14999,-42.19
Oyster Bank Creek,152.46667,-32.2
Oxtrack Creek,150.13333,-25.08333
Oxton Downs,141.93333,-20.55
Oxmurra Point,141.95,-12.58333
Oxleys Peak,150.3512,-31.8652
Oxley Island,152.56667,-31.91667
Oxley Island,152.5846,-31.8985
Oxley Creek,153,-27.53333
Oxley Creek,144.75,-20.33333
Oxley Beach,152.91667,-31.43333
Mount Oxley,144.81667,-20.23333
Mount Oxley,146.25,-30.2
Oxley,146.36667,-36.45
Oxley,144.1,-34.2
Oxley,152.98333,-27.55
Oxford Park,152.96667,-27.4
Oxford Downs,146.21667,-25.41667
Oxford Downs,148.66667,-21.83333
Oxford Creek,151.25,-33.71667
Oxenford Station,153.31667,-27.88333
Mount Ox,150.16667,-25.06667
Owls Nest Lagoon,142.81667,-21.41667
Owlpen,151.51667,-32.73333
Owens Shoal,150.21667,-21.61667
Owens Gap,150.7,-32.05
Owens Creek,142.38333,-22.45
Owens Creek,148.73333,-21.13333
Owens Creek,148.71667,-21.08333
Owens Bore,146.23333,-23.61667
Owen Lagoon,145.93333,-19.48333
Owen Gully,147.7,-25.43333
Owen Downs,143.3,-29.4
Owen Channel,144.23333,-14.16667
Mount Owen,145.60001,-42.09
Mount Owen,147.6,-25.36667
Mount Owen,145.33333,-16.01667
Mount Oweenee,145.78334,-20.16667
Mount Oweenee,145.53334,-19.35
Owanyilla,152.6,-25.66667
Owangowan,145.68333,-28.9
Owan Channel,144.23333,-14.16667
Overton Twins Bore,145.31667,-22.46667
Overton Hills,142.33333,-38.15
Overton,146.26667,-35.5
Overshot Creek,144.11667,-24.43333
Overnewton Bore,143.86667,-22.86667
Overland Corner,140.33333,-34.16667
Overfall Rock,149.63333,-21.26667
Ovens River,146.18333,-36.05
Ovens Bore,146.3,-25.4
Ovens,146.76667,-36.58333
Oven Mountain,152.2012,-30.8152
Ouyen,142.32034,-35.07087
Outurra Creek,145.86667,-22.26667
Outtrim North Station,145.76667,-38.48333
Outtrim,145.76667,-38.48333
Outside Creek,152.51667,-31.11667
Outlet Creek,141.86667,-35.95
Outer Shoal,146.53333,-17
Outer Rocks,151.76667,-23.98333
Outer Reef,143.25,-11.95
Outer Newry Island,148.93327,-20.84945
Outer Bar Reach,153.2,-27.33333
Outer Banks,152.96666,-25.15
Outalpa Hill,140.13333,-32.15
Outalpa,140.16667,-32.35
Outalpa,140.15,-32.21667
Ousedale Creek,150.75,-34.16667
River Ouse,146.7,-42.5
Ouse,146.71667,-42.46667
Ournie,147.85,-35.93333
Ourimbah Creek,151.46667,-33.33333
Ourimbah,151.43333,-33.36667
Our Hill,150.31667,-30.65
Ouranee Creek,147.85,-35.93333
Oura,147.53333,-35.11667
Ounbourbie,147.05,-28.4
Oumel,149.21667,-32.65
Oulnina,140.03333,-32.51667
Oulilla Lake,143.6012,-31.2652
Ouinda Downs,147.11667,-25.93333
Ouchy Bore,140.93333,-19.91667
Otway Shire,143.5,-38.66667
Otway Ranges,143.58333,-38.66667
Cape Otway,143.51667,-38.86667
Ottleys Creek,150.53333,-28.71667
Ottley,149.08333,-28.35
Otter Rock,153.11667,-27.28333
Otter Reef,146.55,-18.08333
Otterburn,148.9,-21.16667
Otterbourne Island,150.29367,-22.02509
Ottaway Patch,145.43333,-15.71667
Ottaba,152.38333,-27.15
Otharowal Creek,150.63333,-34.61667
Otford,151.0071,-34.21248
Oswald Shoal,144.5,-14.11667
Oswald,143.78333,-37.48333
O?Sullivans Lookout,141.85,-35.36667
O?Sullivans Gap,152.26667,-32.33333
Osterley,146.75,-42.35
Osterley,151.7,-32.73333
Osterland Reef,145.48333,-15.55
Ossa Creek,148.81667,-20.96667
Mount Ossa,146.03233,-41.87084
Mount Ossa,144.01667,-18.53333
Mount Ossa,148.81667,-20.96667
Osprey Rocks,150.2,-21.96667
Osprey Reef,146.63333,-13.91667
Osnaburg Point,142.58333,-10.73333
Mount Osmund,145.53,-42.86
O?Shannassy River,145.78333,-37.71667
Mount Oscar,147.83333,-22.75
Mount Oscar,149.16667,-21.11667
Osbourne Point,153.11667,-27.21667
Osborns Flat,146.88333,-36.31667
Osborn Island,150.22932,-22.28615
Osborne Well,145.9,-35.6
Osborne Reef,143.61667,-13.03333
Osborne,146.71667,-35.36667
Osbert Bore,141.78333,-20.46667
Osbert,141.76666,-20.5
Osacca Bore,143.13333,-29.71667
Orton Park,149.56667,-33.46667
Orton Island,143.24251,-11.995
Ortona,147.05,-35.16667
Mount Orso,152.21667,-25.41667
Orrvale,145.45,-36.41667
Orroral River,149,-35.66667
Orroral,148.95,-35.63333
Orpheus Island,146.49918,-18.62222
Orphans Well Creek,150.36667,-30.78333
Orphanage Swamp,149.13333,-21.05
Orphan,140.03333,-19.78333
Orobilbah Island,151.9846,-32.6985
Ornoo Waterhole,140.2,-18.73333
Ormond,149.31667,-27.23333
Ormond,145.03333,-37.9
Ormode Bore,144.21667,-20.73333
Ormley,147.83333,-41.71667
Ormiston House,153.25,-27.5
Ormiston,153.25,-27.51667
Ormeau House,153.26667,-27.8
Ormeau,153.26667,-27.78333
Orleigh Park,145.2,-37.95
Orkabie,149.36667,-21.81667
Orion Shoal,149.05,-20.46667
Orion Hut,148.31667,-24.26667
Orion Downs,148.38333,-24.2
Orion Creek,148.5,-23.98333
Orient Point,150.75,-34.91667
Orient,143.08333,-28.06667
Orielton Rivulet,147.53333,-42.76667
Orielton,147.53333,-42.73333
Orialla Creek,149.3,-35.53333
Orham Creek,151.48333,-31.71667
Organya,149.35,-25.88333
Mount Organ,149.63333,-26.13333
Orford Ness,142.81667,-11.28333
Orford Bay,142.81584,-11.28267
Orford,147.8718,-42.56017
Orford,142.10088,-38.20347
Orelda,146.75,-35.81667
O?Reillys Hole,141.61667,-16.45
O?Reilly Hill,153.03333,-27.45
O?Regan Creek,152.73333,-25.26667
Ordnance Point,144.73333,-41.31667
Ord,144.96667,-17.56667
Orchid Point,143.45,-12.85
Orchid Hill,143.45,-12.86667
Orchid Creek,148.68333,-20.43333
Orchid Creek,144.33333,-15.81667
Orchard Rocks,146.88333,-19.1
Orbost,148.457,-37.69644
Orara River,152.83333,-29.61667
Oran Park,150.75,-34.01667
Orangetree Creek,146.15,-20.61667
Orange Municipality,149.12294,-33.32834
Orange Hill,152.25,-32.05
Orange Grove,153.03333,-27.56667
Orange Grove,146.98333,-35.76667
Orange Grove,151.6,-32.63333
Orange Creek,143.31667,-22.08333
Mount Orange,148.51667,-21.98333
Orange,149.10018,-33.28397
Orana,146.11667,-38.6
Orama,144.06667,-32.76667
Orallo,148.55,-26.26667
Orabah,150.96667,-30.46667
Opossum Creek Bore,141.16667,-20.53333
Opossum Creek,152.51667,-30.05
Opossum Creek,152.3,-26.96667
Opossum Bay,147.40376,-42.99537
Opossum Bay,147.39,-42.98
O?Plain Creek,147.5,-41.48333
Mount Ophir,151.93333,-25.41667
Ophir,149.23333,-33.16667
Opera Bore,144.76667,-30.26667
Opalville,142.73333,-24.78333
Opalton,142.76667,-23.25
Opal Reef,145.9,-16.21667
Opal Hill,143.63333,-24.73333
Opal Creek Bore,144.25,-25.73333
Opal Creek,144.15,-25.75
Opal Creek,144.4,-25.06667
Opal Creek,143.11667,-23.05
Opal Creek,141.53333,-22.71667
Opal Bore,144.4,-24.83333
Opah,144.96667,-17.6
Ootha,147.45,-33.11667
Ootann,144.63333,-17.45
Ootadoola Hill,140.6,-26.78333
Oorundunby,151.66667,-31.2
Oorundunby,151.6,-31.11667
Ooronong Creek,144,-35.21667
Oorindi Park,141.10001,-20.81667
Oorindimindi,140.83333,-20.9
Oorindi,141.06667,-20.68333
Ooraponda Swamp,140.18333,-26.73333
Ooranie Creek,140.61667,-27.76667
Ooramera Creek,152.48333,-25.78333
Ooralea,149.15,-21.16667
Oontoo Tank,141.6,-21.55
Oontoo Creek,141.55,-21.51667
Oontoo,141.01667,-27.65
Oontoo,141.56667,-21.6
Oonoonba,146.81667,-19.3
Oonooie,149.23333,-21.46667
Oonoo Hill,140.63333,-27.65
Oondooroo Creek,143.25,-22.45
Oondooroo Bore,143.28333,-22.18333
Oondooroo,143.1,-22.16667
Oondooroo,143.16667,-22.18333
Ooncooncoo Bay,153.39772,-27.64362
Oonbrinta Creek,140.75,-27.71667
Oona Vale,150.06667,-28.46667
Oonartra Creek,140.5,-31.5
Oonah,145.61667,-41.25
Oom Shoal,149.3,-21.05
Ooma Creek,148.08333,-33.71667
Oolong Creek,149.16667,-34.66667
Oolong,149.16667,-34.78333
Ooline Station,147.63333,-26.48333
Oolbun,146.93333,-19.33333
Oolandilla Creek,147.86667,-26.68333
Oogara,148.63333,-26.33333
Ooarnoo Bore,142.05,-29.28333
Ooaree Creek,150.81667,-34.73333
Onyx Reef,146.06667,-16.43333
Onus Creek,150.65,-30.95
Onslow Reef,143.26667,-11.28333
Onslow Point,150.38333,-21.76667
Onion Waterhole,141.78333,-15.93333
Onion Creek,145.06667,-26.78333
Onion Creek,141.66667,-15.91667
Oneys Creek,147.05,-42.85
One Tree Well,140.15,-35.51667
One Tree Waterhole,142.01667,-30.01667
One Tree Waterhole,141.1,-29.7
One Tree Point,147.38611,-43.10667
One Tree Point,150.58333,-35.11667
One Tree Point,153.31667,-29.78333
One Tree Island,152.05119,-32.6985
One Tree Island,152.091,-23.50808
One Tree Hill Creek,148.41667,-26.76667
One Tree Hill,145.31667,-37.88333
One Tree Hill,145.3,-37.63333
One Tree Hill,149.08333,-35.15
One Tree Hill,148.5,-26.75
One Tree Hill,144.21667,-16.01667
One Tree Hill,141.58333,-37.65
One Tree Hill,140.16667,-35.51667
One Tree Hill,150.78333,-35.15
One Tree Hill,150.51667,-34.46667
One Tree Hill,150.3346,-31.7985
One Tree Hill,141.71667,-31.38333
One Tree Hill,151.9,-25.28333
One Tree Hill,147.88333,-22.63333
One Tree Hill,141.61667,-22.46667
One Tree Hill,140.31667,-21.08333
One Tree Hill,140.2,-20.23333
One Tree Hill,146.88333,-20.08333
One Tree Bay,150.5846,-35.1318
One Tree,142.03333,-30.01667
One Stone Hill,145.1,-25.25
Onepar,142.18333,-29.01667
One Mile Waterhole,141.56667,-19.38333
One Mile Waterhole,141.08333,-18.18333
One Mile Mountain,148.03334,-20.3
One Mile Creek,152.2,-32.36667
One Mile Creek,148,-26.5
One Mile Creek,145.33333,-24.83333
One Mile Creek,151.73333,-24.71667
One Mile Creek,143.91667,-23.2
One Mile Creek,144.86667,-23.18333
One Mile Creek,144.2,-22.7
One Mile Creek,142.96667,-22.4
One Mile Creek,148.38333,-22.33333
One Mile Creek,148.83333,-20.88333
One Mile Creek,140.25,-20.56667
One Mile Creek,147.96667,-20.15
One Mile Creek,148.11667,-20.11667
